Year,Increment,FishID,Length,Capture_age_chron,Collection_year,Cohort,sex,Weight,Increment_age,PDO,SSTv4
2014,0.0369,2016_175,40,33,2016,1983,1,792,32,6.6587505,6.6587505
2004,0.0575,2016_179,36,17,2016,1999,1,604,6,6.0149829,6.0149829
2005,0.0635,2016_179,36,17,2016,1999,1,604,7,5.8702298,5.8702298
2006,0.0546,2016_179,36,17,2016,1999,1,604,8,5.26322844,5.26322844
2007,0.0546,2016_179,36,17,2016,1999,1,604,9,5.03499357,5.03499357
2008,0.0413,2016_179,36,17,2016,1999,1,604,10,4.71685837,4.71685837
2009,0.0384,2016_179,36,17,2016,1999,1,604,11,4.90519256,4.90519256
2010,0.0354,2016_179,36,17,2016,1999,1,604,12,4.708319786,4.708319786
2011,0.0339,2016_179,36,17,2016,1999,1,604,13,4.8443986,4.8443986
2012,0.0251,2016_179,36,17,2016,1999,1,604,14,4.224856867,4.224856867
2013,0.0295,2016_179,36,17,2016,1999,1,604,15,5.18397497,5.18397497
2014,0.0295,2016_179,36,17,2016,1999,1,604,16,6.6587505,6.6587505
2003,0.1017,2016_200,40,18,2016,1998,2,686,6,6.0759167,6.0759167
2004,0.1105,2016_200,40,18,2016,1998,2,686,7,6.0149829,6.0149829
2005,0.084,2016_200,40,18,2016,1998,2,686,8,5.8702298,5.8702298
2006,0.031,2016_200,40,18,2016,1998,2,686,9,5.26322844,5.26322844
2007,0.0236,2016_200,40,18,2016,1998,2,686,10,5.03499357,5.03499357
2008,0.0221,2016_200,40,18,2016,1998,2,686,11,4.71685837,4.71685837
2009,0.0265,2016_200,40,18,2016,1998,2,686,12,4.90519256,4.90519256
2010,0.0545,2016_200,40,18,2016,1998,2,686,13,4.708319786,4.708319786
2011,0.0575,2016_200,40,18,2016,1998,2,686,14,4.8443986,4.8443986
2012,0.0427,2016_200,40,18,2016,1998,2,686,15,4.224856867,4.224856867
2013,0.028,2016_200,40,18,2016,1998,2,686,16,5.18397497,5.18397497
2014,0.0265,2016_200,40,18,2016,1998,2,686,17,6.6587505,6.6587505
1998,0.0693,2016_217,36,21,2016,1995,2,568,4,5.7722394,5.7722394
1999,0.0428,2016_217,36,21,2016,1995,2,568,5,4.70638508,4.70638508
2000,0.0605,2016_217,36,21,2016,1995,2,568,6,5.12424454,5.12424454
2001,0.0634,2016_217,36,21,2016,1995,2,568,7,5.3685169,5.3685169
2002,0.0796,2016_217,36,21,2016,1995,2,568,8,5.79371722,5.79371722
2003,0.0501,2016_217,36,21,2016,1995,2,568,9,6.0759167,6.0759167
2004,0.0501,2016_217,36,21,2016,1995,2,568,10,6.0149829,6.0149829
2005,0.0605,2016_217,36,21,2016,1995,2,568,11,5.8702298,5.8702298
2006,0.0354,2016_217,36,21,2016,1995,2,568,12,5.26322844,5.26322844
2007,0.0295,2016_217,36,21,2016,1995,2,568,13,5.03499357,5.03499357
2008,0.028,2016_217,36,21,2016,1995,2,568,14,4.71685837,4.71685837
2009,0.0265,2016_217,36,21,2016,1995,2,568,15,4.90519256,4.90519256
2010,0.0398,2016_217,36,21,2016,1995,2,568,16,4.708319786,4.708319786
2011,0.0428,2016_217,36,21,2016,1995,2,568,17,4.8443986,4.8443986
2012,0.0295,2016_217,36,21,2016,1995,2,568,18,4.224856867,4.224856867
2013,0.0413,2016_217,36,21,2016,1995,2,568,19,5.18397497,5.18397497
2014,0.056,2016_217,36,21,2016,1995,2,568,20,6.6587505,6.6587505
2005,0.0781,2016_221,38,18,2016,1998,2,666,8,5.8702298,5.8702298
2006,0.0678,2016_221,38,18,2016,1998,2,666,9,5.26322844,5.26322844
2007,0.0663,2016_221,38,18,2016,1998,2,666,10,5.03499357,5.03499357
2008,0.0501,2016_221,38,18,2016,1998,2,666,11,4.71685837,4.71685837
2009,0.0663,2016_221,38,18,2016,1998,2,666,12,4.90519256,4.90519256
2010,0.0501,2016_221,38,18,2016,1998,2,666,13,4.708319786,4.708319786
2011,0.056,2016_221,38,18,2016,1998,2,666,14,4.8443986,4.8443986
2012,0.0472,2016_221,38,18,2016,1998,2,666,15,4.224856867,4.224856867
2013,0.0442,2016_221,38,18,2016,1998,2,666,16,5.18397497,5.18397497
2014,0.0472,2016_221,38,18,2016,1998,2,666,17,6.6587505,6.6587505
2015,0.0634,2016_221,38,18,2016,1998,2,666,18,6.3742236,6.3742236
1998,0.0619,2016_224,40,21,2016,1995,2,718,4,5.7722394,5.7722394
1999,0.0589,2016_224,40,21,2016,1995,2,718,5,4.70638508,4.70638508
2000,0.0825,2016_224,40,21,2016,1995,2,718,6,5.12424454,5.12424454
2001,0.0693,2016_224,40,21,2016,1995,2,718,7,5.3685169,5.3685169
2002,0.0752,2016_224,40,21,2016,1995,2,718,8,5.79371722,5.79371722
2003,0.053,2016_224,40,21,2016,1995,2,718,9,6.0759167,6.0759167
2004,0.0619,2016_224,40,21,2016,1995,2,718,10,6.0149829,6.0149829
2005,0.0604,2016_224,40,21,2016,1995,2,718,11,5.8702298,5.8702298
2006,0.0516,2016_224,40,21,2016,1995,2,718,12,5.26322844,5.26322844
2007,0.0442,2016_224,40,21,2016,1995,2,718,13,5.03499357,5.03499357
2008,0.0442,2016_224,40,21,2016,1995,2,718,14,4.71685837,4.71685837
2009,0.0516,2016_224,40,21,2016,1995,2,718,15,4.90519256,4.90519256
2010,0.0516,2016_224,40,21,2016,1995,2,718,16,4.708319786,4.708319786
2011,0.0501,2016_224,40,21,2016,1995,2,718,17,4.8443986,4.8443986
2012,0.0457,2016_224,40,21,2016,1995,2,718,18,4.224856867,4.224856867
2013,0.0368,2016_224,40,21,2016,1995,2,718,19,5.18397497,5.18397497
2014,0.0501,2016_224,40,21,2016,1995,2,718,20,6.6587505,6.6587505
2015,0.0472,2016_224,40,21,2016,1995,2,718,21,6.3742236,6.3742236
1997,0.0988,2016_232,37,21,2016,1995,1,500,3,6.0545831,6.0545831
1998,0.0899,2016_232,37,21,2016,1995,1,500,4,5.7722394,5.7722394
1999,0.0457,2016_232,37,21,2016,1995,1,500,5,4.70638508,4.70638508
2000,0.0605,2016_232,37,21,2016,1995,1,500,6,5.12424454,5.12424454
2001,0.0428,2016_232,37,21,2016,1995,1,500,7,5.3685169,5.3685169
2002,0.0958,2016_232,37,21,2016,1995,1,500,8,5.79371722,5.79371722
2003,0.0722,2016_232,37,21,2016,1995,1,500,9,6.0759167,6.0759167
2004,0.0663,2016_232,37,21,2016,1995,1,500,10,6.0149829,6.0149829
2005,0.0295,2016_232,37,21,2016,1995,1,500,11,5.8702298,5.8702298
2006,0.0236,2016_232,37,21,2016,1995,1,500,12,5.26322844,5.26322844
2007,0.0324,2016_232,37,21,2016,1995,1,500,13,5.03499357,5.03499357
2008,0.028,2016_232,37,21,2016,1995,1,500,14,4.71685837,4.71685837
2009,0.028,2016_232,37,21,2016,1995,1,500,15,4.90519256,4.90519256
2010,0.0236,2016_232,37,21,2016,1995,1,500,16,4.708319786,4.708319786
2011,0.0324,2016_232,37,21,2016,1995,1,500,17,4.8443986,4.8443986
2012,0.0236,2016_232,37,21,2016,1995,1,500,18,4.224856867,4.224856867
2013,0.0265,2016_232,37,21,2016,1995,1,500,19,5.18397497,5.18397497
1999,0.0516,2016_234,36,21,2016,1995,1,544,5,4.70638508,4.70638508
2000,0.0737,2016_234,36,21,2016,1995,1,544,6,5.12424454,5.12424454
2001,0.0531,2016_234,36,21,2016,1995,1,544,7,5.3685169,5.3685169
2002,0.0619,2016_234,36,21,2016,1995,1,544,8,5.79371722,5.79371722
2003,0.0708,2016_234,36,21,2016,1995,1,544,9,6.0759167,6.0759167
2004,0.0545,2016_234,36,21,2016,1995,1,544,10,6.0149829,6.0149829
2005,0.0472,2016_234,36,21,2016,1995,1,544,11,5.8702298,5.8702298
2006,0.0295,2016_234,36,21,2016,1995,1,544,12,5.26322844,5.26322844
2007,0.0295,2016_234,36,21,2016,1995,1,544,13,5.03499357,5.03499357
2008,0.0295,2016_234,36,21,2016,1995,1,544,14,4.71685837,4.71685837
2009,0.0383,2016_234,36,21,2016,1995,1,544,15,4.90519256,4.90519256
2010,0.0428,2016_234,36,21,2016,1995,1,544,16,4.708319786,4.708319786
2011,0.0487,2016_234,36,21,2016,1995,1,544,17,4.8443986,4.8443986
2012,0.0339,2016_234,36,21,2016,1995,1,544,18,4.224856867,4.224856867
2013,0.031,2016_234,36,21,2016,1995,1,544,19,5.18397497,5.18397497
2014,0.0428,2016_234,36,21,2016,1995,1,544,20,6.6587505,6.6587505
2015,0.0457,2016_234,36,21,2016,1995,1,544,21,6.3742236,6.3742236
2006,0.0664,2016_256,39,16,2016,2000,2,594,7,5.26322844,5.26322844
2007,0.0619,2016_256,39,16,2016,2000,2,594,8,5.03499357,5.03499357
2008,0.0413,2016_256,39,16,2016,2000,2,594,9,4.71685837,4.71685837
2009,0.0457,2016_256,39,16,2016,2000,2,594,10,4.90519256,4.90519256
2010,0.059,2016_256,39,16,2016,2000,2,594,11,4.708319786,4.708319786
2011,0.0546,2016_256,39,16,2016,2000,2,594,12,4.8443986,4.8443986
2012,0.0339,2016_256,39,16,2016,2000,2,594,13,4.224856867,4.224856867
2013,0.0383,2016_256,39,16,2016,2000,2,594,14,5.18397497,5.18397497
2014,0.0442,2016_256,39,16,2016,2000,2,594,15,6.6587505,6.6587505
2015,0.0487,2016_256,39,16,2016,2000,2,594,16,6.3742236,6.3742236
1957,0.067,19714_L5_2,41.5,19,1971,1952,2,,6,6.382488889,6.382488889
1958,0.051,19714_L5_2,41.5,19,1971,1952,2,,7,5.4791286,5.4791286
1959,0.087,19714_L5_2,41.5,19,1971,1952,2,,8,5.01073785,5.01073785
1960,0.061,19714_L5_2,41.5,19,1971,1952,2,,9,4.81554345,4.81554345
1961,0.051,19714_L5_2,41.5,19,1971,1952,2,,10,4.77995355,4.77995355
1962,0.075,19714_L5_2,41.5,19,1971,1952,2,,11,4.73869153,4.73869153
1963,0.068,19714_L5_2,41.5,19,1971,1952,2,,12,5.265386556,5.265386556
1964,0.048,19714_L5_2,41.5,19,1971,1952,2,,13,4.82454492,4.82454492
1965,0.055,19714_L5_2,41.5,19,1971,1952,2,,14,4.8576374,4.8576374
1966,0.049,19714_L5_2,41.5,19,1971,1952,2,,15,4.81894888,4.81894888
1967,0.07,19714_L5_2,41.5,19,1971,1952,2,,16,6.0441331,6.0441331
1968,0.043,19714_L5_2,41.5,19,1971,1952,2,,17,4.996812,4.996812
1969,0.061,19714_L5_2,41.5,19,1971,1952,2,,18,5.931678889,5.931678889
1956,0.038,19714_L5_19,39.5,20,1971,1951,2,,6,4.812523889,4.812523889
1957,0.062,19714_L5_19,39.5,20,1971,1951,2,,7,6.382488889,6.382488889
1958,0.06,19714_L5_19,39.5,20,1971,1951,2,,8,5.4791286,5.4791286
1959,0.035,19714_L5_19,39.5,20,1971,1951,2,,9,5.01073785,5.01073785
1960,0.027,19714_L5_19,39.5,20,1971,1951,2,,10,4.81554345,4.81554345
1961,0.032,19714_L5_19,39.5,20,1971,1951,2,,11,4.77995355,4.77995355
1962,0.028,19714_L5_19,39.5,20,1971,1951,2,,12,4.73869153,4.73869153
1963,0.053,19714_L5_19,39.5,20,1971,1951,2,,13,5.265386556,5.265386556
1964,0.045,19714_L5_19,39.5,20,1971,1951,2,,14,4.82454492,4.82454492
1965,0.021,19714_L5_19,39.5,20,1971,1951,2,,15,4.8576374,4.8576374
1966,0.023,19714_L5_19,39.5,20,1971,1951,2,,16,4.81894888,4.81894888
1967,0.03,19714_L5_19,39.5,20,1971,1951,2,,17,6.0441331,6.0441331
1968,0.013,19714_L5_19,39.5,20,1971,1951,2,,18,4.996812,4.996812
1969,0.02,19714_L5_19,39.5,20,1971,1951,2,,19,5.931678889,5.931678889
1956,0.038,19714_L5_6,38,19,1971,1953,2,,4,4.812523889,4.812523889
1957,0.034,19714_L5_6,38,19,1971,1953,2,,5,6.382488889,6.382488889
1958,0.08,19714_L5_6,38,19,1971,1953,2,,6,5.4791286,5.4791286
1959,0.057,19714_L5_6,38,19,1971,1953,2,,7,5.01073785,5.01073785
1960,0.05,19714_L5_6,38,19,1971,1953,2,,8,4.81554345,4.81554345
1961,0.047,19714_L5_6,38,19,1971,1953,2,,9,4.77995355,4.77995355
1962,0.044,19714_L5_6,38,19,1971,1953,2,,10,4.73869153,4.73869153
1963,0.11,19714_L5_6,38,19,1971,1953,2,,11,5.265386556,5.265386556
1964,0.049,19714_L5_6,38,19,1971,1953,2,,12,4.82454492,4.82454492
1965,0.051,19714_L5_6,38,19,1971,1953,2,,13,4.8576374,4.8576374
1966,0.032,19714_L5_6,38,19,1971,1953,2,,14,4.81894888,4.81894888
1967,0.037,19714_L5_6,38,19,1971,1953,2,,15,6.0441331,6.0441331
1968,0.027,19714_L5_6,38,19,1971,1953,2,,16,4.996812,4.996812
1969,0.031,19714_L5_6,38,19,1971,1953,2,,17,5.931678889,5.931678889
1960,0.057,19714_L5_7,36.3,14,1971,1957,2,,4,4.81554345,4.81554345
1961,0.055,19714_L5_7,36.3,14,1971,1957,2,,5,4.77995355,4.77995355
1962,0.044,19714_L5_7,36.3,14,1971,1957,2,,6,4.73869153,4.73869153
1963,0.034,19714_L5_7,36.3,14,1971,1957,2,,7,5.265386556,5.265386556
1964,0.051,19714_L5_7,36.3,14,1971,1957,2,,8,4.82454492,4.82454492
1965,0.031,19714_L5_7,36.3,14,1971,1957,2,,9,4.8576374,4.8576374
1966,0.039,19714_L5_7,36.3,14,1971,1957,2,,10,4.81894888,4.81894888
1967,0.07,19714_L5_7,36.3,14,1971,1957,2,,11,6.0441331,6.0441331
1968,0.037,19714_L5_7,36.3,14,1971,1957,2,,12,4.996812,4.996812
1969,0.048,19714_L5_7,36.3,14,1971,1957,2,,13,5.931678889,5.931678889
1962,0.054,19714_L5_10,37.4,13,1971,1958,1,,5,4.73869153,4.73869153
1963,0.044,19714_L5_10,37.4,13,1971,1958,1,,6,5.265386556,5.265386556
1964,0.049,19714_L5_10,37.4,13,1971,1958,1,,7,4.82454492,4.82454492
1965,0.046,19714_L5_10,37.4,13,1971,1958,1,,8,4.8576374,4.8576374
1966,0.079,19714_L5_10,37.4,13,1971,1958,1,,9,4.81894888,4.81894888
1967,0.111,19714_L5_10,37.4,13,1971,1958,1,,10,6.0441331,6.0441331
1968,0.049,19714_L5_10,37.4,13,1971,1958,1,,11,4.996812,4.996812
1969,0.061,19714_L5_10,37.4,13,1971,1958,1,,12,5.931678889,5.931678889
1955,0.07,19714_L5_11,38.4,18,1971,1953,1,,3,4.72907947,4.72907947
1956,0.093,19714_L5_11,38.4,18,1971,1953,1,,4,4.812523889,4.812523889
1957,0.126,19714_L5_11,38.4,18,1971,1953,1,,5,6.382488889,6.382488889
1958,0.122,19714_L5_11,38.4,18,1971,1953,1,,6,5.4791286,5.4791286
1959,0.085,19714_L5_11,38.4,18,1971,1953,1,,7,5.01073785,5.01073785
1960,0.044,19714_L5_11,38.4,18,1971,1953,1,,8,4.81554345,4.81554345
1961,0.051,19714_L5_11,38.4,18,1971,1953,1,,9,4.77995355,4.77995355
1962,0.047,19714_L5_11,38.4,18,1971,1953,1,,10,4.73869153,4.73869153
1963,0.047,19714_L5_11,38.4,18,1971,1953,1,,11,5.265386556,5.265386556
1964,0.041,19714_L5_11,38.4,18,1971,1953,1,,12,4.82454492,4.82454492
1965,0.034,19714_L5_11,38.4,18,1971,1953,1,,13,4.8576374,4.8576374
1966,0.027,19714_L5_11,38.4,18,1971,1953,1,,14,4.81894888,4.81894888
1967,0.04,19714_L5_11,38.4,18,1971,1953,1,,15,6.0441331,6.0441331
1968,0.029,19714_L5_11,38.4,18,1971,1953,1,,16,4.996812,4.996812
1958,0.06,19714_L5_12,39.4,18,1971,1953,1,,6,5.4791286,5.4791286
1959,0.048,19714_L5_12,39.4,18,1971,1953,1,,7,5.01073785,5.01073785
1960,0.078,19714_L5_12,39.4,18,1971,1953,1,,8,4.81554345,4.81554345
1961,0.052,19714_L5_12,39.4,18,1971,1953,1,,9,4.77995355,4.77995355
1962,0.039,19714_L5_12,39.4,18,1971,1953,1,,10,4.73869153,4.73869153
1963,0.054,19714_L5_12,39.4,18,1971,1953,1,,11,5.265386556,5.265386556
1964,0.058,19714_L5_12,39.4,18,1971,1953,1,,12,4.82454492,4.82454492
1965,0.053,19714_L5_12,39.4,18,1971,1953,1,,13,4.8576374,4.8576374
1966,0.032,19714_L5_12,39.4,18,1971,1953,1,,14,4.81894888,4.81894888
1967,0.056,19714_L5_12,39.4,18,1971,1953,1,,15,6.0441331,6.0441331
1968,0.028,19714_L5_12,39.4,18,1971,1953,1,,16,4.996812,4.996812
1969,0.05,19714_L5_12,39.4,18,1971,1953,1,,17,5.931678889,5.931678889
1970,0.037,19714_L5_12,39.4,18,1971,1953,1,,18,5.2281568,5.2281568
1954,0.116,19714_L5_14,36.3,19,1971,1952,2,,3,5.13919274,5.13919274
1955,0.09,19714_L5_14,36.3,19,1971,1952,2,,4,4.72907947,4.72907947
1956,0.111,19714_L5_14,36.3,19,1971,1952,2,,5,4.812523889,4.812523889
1957,0.089,19714_L5_14,36.3,19,1971,1952,2,,6,6.382488889,6.382488889
1958,0.064,19714_L5_14,36.3,19,1971,1952,2,,7,5.4791286,5.4791286
1959,0.06,19714_L5_14,36.3,19,1971,1952,2,,8,5.01073785,5.01073785
1960,0.027,19714_L5_14,36.3,19,1971,1952,2,,9,4.81554345,4.81554345
1961,0.049,19714_L5_14,36.3,19,1971,1952,2,,10,4.77995355,4.77995355
1962,0.059,19714_L5_14,36.3,19,1971,1952,2,,11,4.73869153,4.73869153
1963,0.055,19714_L5_14,36.3,19,1971,1952,2,,12,5.265386556,5.265386556
1964,0.035,19714_L5_14,36.3,19,1971,1952,2,,13,4.82454492,4.82454492
1965,0.042,19714_L5_14,36.3,19,1971,1952,2,,14,4.8576374,4.8576374
1966,0.033,19714_L5_14,36.3,19,1971,1952,2,,15,4.81894888,4.81894888
1967,0.041,19714_L5_14,36.3,19,1971,1952,2,,16,6.0441331,6.0441331
1968,0.027,19714_L5_14,36.3,19,1971,1952,2,,17,4.996812,4.996812
1969,0.042,19714_L5_14,36.3,19,1971,1952,2,,18,5.931678889,5.931678889
1959,0.091,19714_L5_15,35.7,14,1971,1957,2,,3,5.01073785,5.01073785
1960,0.083,19714_L5_15,35.7,14,1971,1957,2,,4,4.81554345,4.81554345
1961,0.077,19714_L5_15,35.7,14,1971,1957,2,,5,4.77995355,4.77995355
1962,0.038,19714_L5_15,35.7,14,1971,1957,2,,6,4.73869153,4.73869153
1963,0.066,19714_L5_15,35.7,14,1971,1957,2,,7,5.265386556,5.265386556
1964,0.056,19714_L5_15,35.7,14,1971,1957,2,,8,4.82454492,4.82454492
1965,0.046,19714_L5_15,35.7,14,1971,1957,2,,9,4.8576374,4.8576374
1966,0.035,19714_L5_15,35.7,14,1971,1957,2,,10,4.81894888,4.81894888
1967,0.075,19714_L5_15,35.7,14,1971,1957,2,,11,6.0441331,6.0441331
1968,0.054,19714_L5_15,35.7,14,1971,1957,2,,12,4.996812,4.996812
1969,0.072,19714_L5_15,35.7,14,1971,1957,2,,13,5.931678889,5.931678889
1962,0.057,19714_L5_17,38.7,14,1971,1957,2,,6,4.73869153,4.73869153
1963,0.065,19714_L5_17,38.7,14,1971,1957,2,,7,5.265386556,5.265386556
1964,0.063,19714_L5_17,38.7,14,1971,1957,2,,8,4.82454492,4.82454492
1965,0.094,19714_L5_17,38.7,14,1971,1957,2,,9,4.8576374,4.8576374
1966,0.052,19714_L5_17,38.7,14,1971,1957,2,,10,4.81894888,4.81894888
1967,0.066,19714_L5_17,38.7,14,1971,1957,2,,11,6.0441331,6.0441331
1968,0.052,19714_L5_17,38.7,14,1971,1957,2,,12,4.996812,4.996812
1969,0.076,19714_L5_17,38.7,14,1971,1957,2,,13,5.931678889,5.931678889
1957,0.066,19714_L5_18,38.9,18,1971,1953,2,,5,6.382488889,6.382488889
1958,0.051,19714_L5_18,38.9,18,1971,1953,2,,6,5.4791286,5.4791286
1959,0.042,19714_L5_18,38.9,18,1971,1953,2,,7,5.01073785,5.01073785
1960,0.036,19714_L5_18,38.9,18,1971,1953,2,,8,4.81554345,4.81554345
1961,0.028,19714_L5_18,38.9,18,1971,1953,2,,9,4.77995355,4.77995355
1962,0.036,19714_L5_18,38.9,18,1971,1953,2,,10,4.73869153,4.73869153
1963,0.047,19714_L5_18,38.9,18,1971,1953,2,,11,5.265386556,5.265386556
1964,0.05,19714_L5_18,38.9,18,1971,1953,2,,12,4.82454492,4.82454492
1965,0.055,19714_L5_18,38.9,18,1971,1953,2,,13,4.8576374,4.8576374
1966,0.05,19714_L5_18,38.9,18,1971,1953,2,,14,4.81894888,4.81894888
1967,0.067,19714_L5_18,38.9,18,1971,1953,2,,15,6.0441331,6.0441331
1968,0.039,19714_L5_18,38.9,18,1971,1953,2,,16,4.996812,4.996812
1969,0.046,19714_L5_18,38.9,18,1971,1953,2,,17,5.931678889,5.931678889
1962,0.086,19714_H9_1,35,11,1971,1960,2,,3,4.73869153,4.73869153
1963,0.085,19714_H9_1,35,11,1971,1960,2,,4,5.265386556,5.265386556
1964,0.065,19714_H9_1,35,11,1971,1960,2,,5,4.82454492,4.82454492
1965,0.05,19714_H9_1,35,11,1971,1960,2,,6,4.8576374,4.8576374
1966,0.055,19714_H9_1,35,11,1971,1960,2,,7,4.81894888,4.81894888
1967,0.069,19714_H9_1,35,11,1971,1960,2,,8,6.0441331,6.0441331
1968,0.055,19714_H9_1,35,11,1971,1960,2,,9,4.996812,4.996812
1969,0.07,19714_H9_1,35,11,1971,1960,2,,10,5.931678889,5.931678889
1970,0.046,19714_H9_1,35,11,1971,1960,2,,11,5.2281568,5.2281568
1971,0.062,19714_H9_1,35,11,1971,1960,2,,12,4.366202911,4.366202911
1959,0.088,19714_L7_1,37.6,14,1971,1957,2,,3,5.01073785,5.01073785
1960,0.096,19714_L7_1,37.6,14,1971,1957,2,,4,4.81554345,4.81554345
1961,0.084,19714_L7_1,37.6,14,1971,1957,2,,5,4.77995355,4.77995355
1962,0.078,19714_L7_1,37.6,14,1971,1957,2,,6,4.73869153,4.73869153
1963,0.065,19714_L7_1,37.6,14,1971,1957,2,,7,5.265386556,5.265386556
1964,0.054,19714_L7_1,37.6,14,1971,1957,2,,8,4.82454492,4.82454492
1965,0.057,19714_L7_1,37.6,14,1971,1957,2,,9,4.8576374,4.8576374
1966,0.043,19714_L7_1,37.6,14,1971,1957,2,,10,4.81894888,4.81894888
1967,0.064,19714_L7_1,37.6,14,1971,1957,2,,11,6.0441331,6.0441331
1968,0.043,19714_L7_1,37.6,14,1971,1957,2,,12,4.996812,4.996812
1969,0.073,19714_L7_1,37.6,14,1971,1957,2,,13,5.931678889,5.931678889
1970,0.054,19714_L7_1,37.6,14,1971,1957,2,,14,5.2281568,5.2281568
1956,0.055,19714_L7_3,35.8,19,1971,1952,2,,5,4.812523889,4.812523889
1957,0.053,19714_L7_3,35.8,19,1971,1952,2,,6,6.382488889,6.382488889
1958,0.043,19714_L7_3,35.8,19,1971,1952,2,,7,5.4791286,5.4791286
1959,0.082,19714_L7_3,35.8,19,1971,1952,2,,8,5.01073785,5.01073785
1960,0.059,19714_L7_3,35.8,19,1971,1952,2,,9,4.81554345,4.81554345
1961,0.059,19714_L7_3,35.8,19,1971,1952,2,,10,4.77995355,4.77995355
1962,0.05,19714_L7_3,35.8,19,1971,1952,2,,11,4.73869153,4.73869153
1963,0.057,19714_L7_3,35.8,19,1971,1952,2,,12,5.265386556,5.265386556
1964,0.052,19714_L7_3,35.8,19,1971,1952,2,,13,4.82454492,4.82454492
1965,0.048,19714_L7_3,35.8,19,1971,1952,2,,14,4.8576374,4.8576374
1966,0.038,19714_L7_3,35.8,19,1971,1952,2,,15,4.81894888,4.81894888
1967,0.065,19714_L7_3,35.8,19,1971,1952,2,,16,6.0441331,6.0441331
1968,0.046,19714_L7_3,35.8,19,1971,1952,2,,17,4.996812,4.996812
1957,0.045,19714_L7_5,36,18,1971,1953,1,,5,6.382488889,6.382488889
1958,0.043,19714_L7_5,36,18,1971,1953,1,,6,5.4791286,5.4791286
1959,0.064,19714_L7_5,36,18,1971,1953,1,,7,5.01073785,5.01073785
1960,0.044,19714_L7_5,36,18,1971,1953,1,,8,4.81554345,4.81554345
1961,0.041,19714_L7_5,36,18,1971,1953,1,,9,4.77995355,4.77995355
1962,0.029,19714_L7_5,36,18,1971,1953,1,,10,4.73869153,4.73869153
1963,0.053,19714_L7_5,36,18,1971,1953,1,,11,5.265386556,5.265386556
1964,0.036,19714_L7_5,36,18,1971,1953,1,,12,4.82454492,4.82454492
1965,0.034,19714_L7_5,36,18,1971,1953,1,,13,4.8576374,4.8576374
1966,0.029,19714_L7_5,36,18,1971,1953,1,,14,4.81894888,4.81894888
1967,0.044,19714_L7_5,36,18,1971,1953,1,,15,6.0441331,6.0441331
1968,0.037,19714_L7_5,36,18,1971,1953,1,,16,4.996812,4.996812
1969,0.047,19714_L7_5,36,18,1971,1953,1,,17,5.931678889,5.931678889
1957,0.045,19714_L7_11,38.5,17,1971,1954,2,,4,6.382488889,6.382488889
1958,0.054,19714_L7_11,38.5,17,1971,1954,2,,5,5.4791286,5.4791286
1959,0.06,19714_L7_11,38.5,17,1971,1954,2,,6,5.01073785,5.01073785
1960,0.047,19714_L7_11,38.5,17,1971,1954,2,,7,4.81554345,4.81554345
1961,0.054,19714_L7_11,38.5,17,1971,1954,2,,8,4.77995355,4.77995355
1962,0.053,19714_L7_11,38.5,17,1971,1954,2,,9,4.73869153,4.73869153
1963,0.066,19714_L7_11,38.5,17,1971,1954,2,,10,5.265386556,5.265386556
1964,0.042,19714_L7_11,38.5,17,1971,1954,2,,11,4.82454492,4.82454492
1965,0.053,19714_L7_11,38.5,17,1971,1954,2,,12,4.8576374,4.8576374
1966,0.038,19714_L7_11,38.5,17,1971,1954,2,,13,4.81894888,4.81894888
1967,0.038,19714_L7_11,38.5,17,1971,1954,2,,14,6.0441331,6.0441331
1968,0.033,19714_L7_11,38.5,17,1971,1954,2,,15,4.996812,4.996812
1969,0.049,19714_L7_11,38.5,17,1971,1954,2,,16,5.931678889,5.931678889
1970,0.069,19714_L7_11,38.5,17,1971,1954,2,,17,5.2281568,5.2281568
1960,0.094,19714_L7_12,35.6,13,1971,1958,2,,3,4.81554345,4.81554345
1961,0.08,19714_L7_12,35.6,13,1971,1958,2,,4,4.77995355,4.77995355
1962,0.06,19714_L7_12,35.6,13,1971,1958,2,,5,4.73869153,4.73869153
1963,0.05,19714_L7_12,35.6,13,1971,1958,2,,6,5.265386556,5.265386556
1964,0.038,19714_L7_12,35.6,13,1971,1958,2,,7,4.82454492,4.82454492
1965,0.047,19714_L7_12,35.6,13,1971,1958,2,,8,4.8576374,4.8576374
1966,0.059,19714_L7_12,35.6,13,1971,1958,2,,9,4.81894888,4.81894888
1967,0.079,19714_L7_12,35.6,13,1971,1958,2,,10,6.0441331,6.0441331
1968,0.045,19714_L7_12,35.6,13,1971,1958,2,,11,4.996812,4.996812
1969,0.064,19714_L7_12,35.6,13,1971,1958,2,,12,5.931678889,5.931678889
1954,0.074,19714_L7_13,37,19,1971,1952,1,,3,5.13919274,5.13919274
1955,0.051,19714_L7_13,37,19,1971,1952,1,,4,4.72907947,4.72907947
1956,0.066,19714_L7_13,37,19,1971,1952,1,,5,4.812523889,4.812523889
1957,0.074,19714_L7_13,37,19,1971,1952,1,,6,6.382488889,6.382488889
1958,0.089,19714_L7_13,37,19,1971,1952,1,,7,5.4791286,5.4791286
1959,0.064,19714_L7_13,37,19,1971,1952,1,,8,5.01073785,5.01073785
1960,0.036,19714_L7_13,37,19,1971,1952,1,,9,4.81554345,4.81554345
